Spec	FinalStatus	Verdict	BugType	BugFile	BugLine	BugFunc	CWE	Time	Tokens	UniqueBugID	IsDuplicate
parser_10741_out-of-bounds-read	FP	NOT_REPRODUCIBLE	out-of-bounds-read	parser.c	10741	xmlParseLookupInternalSubset	CWE-125	0	0		true
parser_10784_out-of-bounds-read	FP	NOT_REPRODUCIBLE	out-of-bounds-read	parser.c	10784	xmlParseLookupInternalSubset	CWE-125	0	0		true
parser_10880_out-of-bounds-read	SE_DETECTED	CONCRETE_CONFIRMED	global-buffer-overflow	reproducer.c:78	14	xmlParseTryOrFinish	CWE-125	0	0	BUG-054	
parserInternals_1743_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	parserInternals.c	1743	xmlGetActualEncoding	CWE-476	0	0		true
parserInternals_2308_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:43	23	xmlNoNetExists	CWE-476	0	0	BUG-028	
pattern_477_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:75	33	xmlPatMatch	CWE-476	0	0	BUG-053	
libxml_465_use-after-free	SE_DETECTED	CONCRETE_CONFIRMED	heap-use-after-free	reproducer.c:86	32	xmlPythonFileWrite	CWE-416	0	0	BUG-061	
libxml_591_out-of-bounds-write	FP	NOT_REPRODUCIBLE	out-of-bounds-write	libxml.c	591	libxml_xmlSaveFileTo	CWE-787	0	0		true
libxml_615_out-of-bounds-write	SE_DETECTED	CONCRETE_CONFIRMED	heap-buffer-overflow	reproducer.c:96	49	libxml_xmlSaveFormatFileTo	CWE-787	0	0	BUG-067	
libxml_552_use-after-free	SE_DETECTED	CONCRETE_CONFIRMED	heap-use-after-free	reproducer.c:55	32	xmlOutputBufferFlush	CWE-416	0	0	BUG-037	
libxml_1218_use-after-free	SE_DETECTED	CONCRETE_CONFIRMED	heap-use-after-free	reproducer.c:107	14	Py_DECREF	CWE-416	0	0	BUG-009	
libxml_1142_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	libxml.c	1142	pythonExternalSubset	CWE-476	0	0		true
libxml_1161_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:37	31	PyObject_CallMethod	CWE-476	0	0	BUG-024	
libxml_1182_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:43	35	PyObject_CallMethod	CWE-476	0	0	BUG-029	
libxml_1268_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:30	31	PyObject_CallMethod	CWE-476	0	0	BUG-020	
libxml_1285_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	strlen-avx2.S	76	__strlen_avx2	CWE-476	0	0		true
libxml_1028_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	libxml.c	1028	pythonProcessingInstruction	CWE-476	0	0		true
libxml_1623_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:97	24	libxml_xmlParserCtxtSetErrorHandler	CWE-476	0	0	BUG-068	
libxml_1666_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	libxml.c	1666	libxml_xmlParserCtxtGetErrorHandler	CWE-476	0	0		true
libxml_1824_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	libxml.c	1824	libxml_xmlSetValidErrors	CWE-476	0	0		true
libxml_1843_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:65	43	libxml_xmlFreeValidCtxt	CWE-476	0	0	BUG-048	
libxml_1914_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	libxml.c	1914	libxml_xmlTextReaderSetErrorHandler	CWE-476	0	0		true
libxml_1968_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	libxml.c	1968	libxml_xmlTextReaderGetErrorHandler	CWE-476	0	0		true
libxml_2120_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:41	41	libxml_xpathCallbacksInitialize	CWE-476	0	0	BUG-027	
libxml_2176_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:120	6	libxml_xmlRegisterXPathFunction	CWE-476	0	0	BUG-013	
libxml_2229_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:112	18	libxml_name	CWE-476	0	0	BUG-010	
libxml_2269_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:87	18	libxml_doc	CWE-476	0	0	BUG-062	
libxml_2320_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	libxml.c	2320	libxml_next	CWE-476	0	0		true
libxml_2357_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:84	18	libxml_prev	CWE-476	0	0	BUG-059	
libxml_2390_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:86	18	libxml_children	CWE-476	0	0	BUG-060	
libxml_2426_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:80	18	libxml_last	CWE-476	1	0	BUG-056	
libxml_2462_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	libxml.c	2462	libxml_parent	CWE-476	0	0		true
libxml_2794_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:165	19	libxml_saveNodeTo	CWE-476	0	0	BUG-015	
libxml_3375_out-of-bounds-read	FP	NOT_REPRODUCIBLE	out-of-bounds-read	libxml.c	3375	libxml_C14NDocDumpMemory	CWE-125	0	0		true
libxml_3465_out-of-bounds-read	SE_DETECTED	CONCRETE_CONFIRMED	heap-buffer-overflow	reproducer.c:118	16	libxml_C14NDocSaveTo	CWE-125	0	0	BUG-012	
libxml_3493_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	libxml.c	3493	libxml_getObjDesc	CWE-476	0	0		true
relaxng_2456_double-free	SE_DETECTED	CONCRETE_CONFIRMED	attempting	relaxng.c	2456	xmlRelaxNGSchemaFacetCheck	CWE-415	0	0	BUG-008	
relaxng_7040_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:68	26	xmlSetProp	CWE-476	0	0	BUG-050	
relaxng_8199_out-of-bounds-read	SE_DETECTED	CONCRETE_CONFIRMED	heap-buffer-overflow	reproducer.c:33	12	xmlRelaxNGValidatePushCData	CWE-125	0	0	BUG-023	
runsuite_135_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	runsuite.c	135	initializeLibxml2	CWE-476	0	0		true
runsuite_819_use-after-free	FP	NOT_REPRODUCIBLE	use-after-free	runsuite.c	819	rngTestStreaming	CWE-416	0	0		true
runsuite_864_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	runsuite.c	864	rngTestStreaming	CWE-476	0	0		true
runsuite_1144_use-after-free	SE_DETECTED	CONCRETE_CONFIRMED	heap-use-after-free	reproducer.c:58	12	my_strlen_asan	CWE-416	0	0	BUG-038	
runtest_519_integer-overflow	SE_DETECTED	CONCRETE_CONFIRMED	heap-buffer-overflow	runtest.c	519	loadMem	CWE-190	0	0	BUG-069	
runtest_527_heap-buffer-overflow	NO_REPRODUCER	FP	heap-buffer-overflow	runtest.c	527	loadMem	CWE-122	0	0		true
runtest_885_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	runtest.c	885	notationDeclDebug	CWE-476	0	0		true
runtest_805_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	runtest.c	805	entityDeclDebug	CWE-476	0	0		true
runtest_1752_integer-overflow	FP	NOT_REPRODUCIBLE	integer-overflow	runtest.c	1752	htmlTokenizerTest	CWE-190	0	0		true
runtest_1753_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	memmove-vec-unaligned-erms.S	344	__memcpy_avx_unaligned_erms	CWE-476	1	0	BUG-005	
runtest_1763_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:75	20	htmlTokenizerTest	CWE-476	0	0	BUG-052	
runtest_1907_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:50	17	xmlCtxtSetErrorHandler	CWE-476	0	0	BUG-035	
runtest_2699_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	iofclose.c:48	9	fclose	CWE-476	1	0	BUG-003	
runtest_3043_out-of-bounds-read	SE_DETECTED	CONCRETE_CONFIRMED	heap-buffer-overflow	reproducer.c:43	36	baseFilename	CWE-125	0	0	BUG-030	
runtest_3568_out-of-bounds-read	FP	NOT_REPRODUCIBLE	out-of-bounds-read	runtest.c	3568	schemasTest	CWE-125	0	0		true
runtest_3571_out-of-bounds-read	SE_DETECTED	CONCRETE_CONFIRMED	heap-buffer-overflow	reproducer.c:91	9	schemasTest	CWE-125	0	0	BUG-063	
runtest_4309_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:94	27	fprintf	CWE-476	0	0	BUG-065	
runtest_4951_stack-buffer-overflow	FP	NOT_REPRODUCIBLE	stack-buffer-overflow	runtest.c	4951	automataTest	CWE-121	0	0		true
runtest_4960_stack-buffer-overflow	FP	NOT_REPRODUCIBLE	stack-buffer-overflow	runtest.c	4960	automataTest	CWE-121	0	0		true
runtest_4988_out-of-bounds-read	FP	NOT_REPRODUCIBLE	out-of-bounds-read	runtest.c	4988	automataTest	CWE-125	0	0		true
runtest_5005_stack-buffer-overflow	FP	NOT_REPRODUCIBLE	stack-buffer-overflow	runtest.c	5005	automataTest	CWE-787	0	0		true
runtest_5014_stack-buffer-overflow	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:80	20	trigger_overflow_with_c_expr	CWE-787	0	0	BUG-057	
runxmlconf_154_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	runxmlconf.c	154	initializeLibxml2	CWE-476	0	0		true
runxmlconf_237_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:49	17	xmlCtxtSetErrorHandler	CWE-476	0	0	BUG-033	
runxmlconf_251_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:82	26	xmlconfTestNotNSWF	CWE-476	1	0	BUG-058	
runxmlconf_271_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:46	32	xmlCtxtSetErrorHandler	CWE-476	0	0	BUG-031	
schematron_1008_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	schematron.c	1008	xmlSchematronParseRule	CWE-476	0	0		true
schematron_1625_use-after-free	FP	REPRODUCER_BUILD_FAIL	use-after-free	schematron.c	1625	xmlSchematronReportSuccess	CWE-416	0	0		true
schematron_1953_use-after-free	FP	NOT_REPRODUCIBLE	use-after-free	schematron.c	1953	xmlSchematronValidateDoc	CWE-416	0	0		true
schematron_1990_use-after-free	NO_REPRODUCER	FP	use-after-free	schematron.c	1990	xmlSchematronValidateDoc	CWE-416	0	0		true
shell_461_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:61	34	xmlStrstr	CWE-476	0	0	BUG-043	
shell_466_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:59	5	xmlStrstr	CWE-476	0	0	BUG-042	
shell_617_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:53	34	xmlRelaxNGSetParserErrors	CWE-476	0	0	BUG-036	
shell_626_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:65	65	xmlRelaxNGSetValidErrors	CWE-476	0	0	BUG-049	
shell_1313_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:49	47	xmlXPathDebugDumpObject	CWE-476	0	0	BUG-034	
testcatalog_69_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:93	18	testRepeatedNextCatalog	CWE-476	0	0	BUG-064	
testchar_709_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:63	18	testUserEncoding	CWE-476	0	0	BUG-045	
testchar_754_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:28	14	xmlBufferAdd	CWE-476	0	0	BUG-018	
testchar_911_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:30	26	xmlBufferAdd	CWE-476	0	0	BUG-019	
testchar_840_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	memmove-vec-unaligned-erms.S	321	__memcpy_avx_unaligned_erms	CWE-476	0	0	BUG-004	
testchar_783_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:65	18	xmlSwitchEncoding	CWE-476	0	0	BUG-047	
testchar_812_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:32	13	xmlParseChunk	CWE-476	0	0	BUG-022	
testdict_404_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	memset-vec-unaligned-erms.S	328	__memset_avx2_unaligned_erms	CWE-476	0	0	BUG-007	
testdict_406_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	memset-vec-unaligned-erms.S	244	__memset_avx2_unaligned_erms	CWE-476	0	0	BUG-006	
testdict_408_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	testdict.c	408	testall_dict	CWE-476	0	0		true
testdict_410_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	memset-vec-unaligned-erms.S	244	__memset_avx2_unaligned_erms	CWE-476	0	0		true
testdict_470_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	reproducer.c:49	16	gen_random_string	CWE-476	0	0	BUG-032	
testdict_502_null-pointer-dereference	FP	NOT_REPRODUCIBLE	null-pointer-dereference	testdict.c	502	pool_new	CWE-476	0	0		true
testdict_506_null-pointer-dereference	SE_DETECTED	CONCRETE_CONFIRMED	SEGV	memset-vec-unaligned-erms.S	244	__memset_avx2_unaligned_erms	CWE-476	0	0		true
